step,epoch,lr-Adam,train/CER,train/DER,train/IER,train/SER,train/loss,val/CER,val/DER,val/IER,val/SER,val/loss
7559,63,,21.42414283752441,5.877895355224609,4.878956317901611,10.667291641235352,,27.64731979370117,6.114311218261719,5.272485733032227,16.260522842407227,0.9552633166313172
7560,64,0.0003433872770983,,,,,,,,,,
7599,64,,,,,,0.6901577711105347,,,,,
7649,64,,,,,,0.6706563234329224,,,,,
7679,64,,21.57913589477539,6.1261982917785645,4.851230621337891,10.601707458496094,,25.94151496887207,5.183872222900391,6.645990371704102,14.111652374267578,0.8909878134727478
7680,65,0.0003381680289749,,,,,,,,,,
7699,65,,,,,,0.6384577751159668,,,,,
7749,65,,,,,,0.6454266309738159,,,,,
7799,65,,20.56087684631348,5.9797468185424805,4.499924659729004,10.081204414367676,0.6724260449409485,23.57111167907715,5.405405521392822,4.7629594802856445,13.40274715423584,0.8185133934020996
7800,66,0.0003329046303406,,,,,,,,,,
7849,66,,,,,,0.6586399078369141,,,,,
7899,66,,,,,,0.6764301061630249,,,,,
7919,66,,20.53637886047364,5.974946975708008,4.327732086181641,10.2337007522583,,21.90961456298828,5.405405521392822,4.142667293548584,12.361541748046877,0.7835619449615479
7920,67,0.0003275997296441,,,,,,,,,,
7949,67,,,,,,0.6444881558418274,,,,,
7999,67,,,,,,0.5988826751708984,,,,,
8039,67,,20.16362953186035,5.645926475524902,4.422138214111328,10.095565795898438,,24.34647750854492,5.272485733032227,5.050952434539795,14.02303981781006,0.8082844614982605
8040,68,0.0003222560335416,,,,,,,,,,
8049,68,,,,,,0.6205649375915527,,,,,
8099,68,,,,,,0.6096490621566772,,,,,
8149,68,,,,,,0.6310282349586487,,,,,
8159,68,,20.229961395263672,5.79978609085083,4.449658393859863,9.98051643371582,,23.03943252563477,5.604784965515137,5.073105812072754,12.361541748046877,0.7861422896385193
8160,69,0.0003168761904817,,,,,,,,,,
8199,69,,,,,,0.602708101272583,,,,,
8249,69,,,,,,0.6446136832237244,,,,,
8279,69,,19.498403549194336,5.820768356323242,4.102465152740479,9.575170516967772,,20.51395606994629,5.870624542236328,3.190075397491455,11.453256607055664,0.7334694266319275
8280,70,0.0003114629362244,,,,,,,,,,
8299,70,,,,,,0.6577014923095703,,,,,
8349,70,,,,,,0.7083030939102173,,,,,
8399,70,,19.38047409057617,5.751749038696289,4.268359661102295,9.360365867614746,0.5987792015075684,20.69118309020996,5.272485733032227,4.231280326843262,11.187417030334473,0.7288787364959717
8400,71,0.0003060189774259,,,,,,,,,,
8449,71,,,,,,0.6452741622924805,,,,,
8499,71,,,,,,0.6179550886154175,,,,,
8519,71,,19.23553466796875,5.607553958892822,4.0962395668029785,9.531740188598633,,22.79574584960937,5.516171932220459,5.449711799621582,11.829862594604492,0.7874956130981445
8520,72,0.0003005470498465,,,,,,,,,,
8549,72,,,,,,0.6475858688354492,,,,,
8599,72,,,,,,0.6038259267807007,,,,,
8639,72,,18.7688045501709,5.786429405212402,3.90020751953125,9.08216667175293,,21.533008575439453,6.09215784072876,4.186974048614502,11.253876686096191,0.7526689171791077
8640,73,0.0002950499474536,,,,,,,,,,
8649,73,,,,,,0.6657395958900452,,,,,
8699,73,,,,,,0.556774377822876,,,,,
8749,73,,,,,,0.5660343170166016,,,,,
8759,73,,17.994401931762695,5.801398277282715,3.7274017333984375,8.465600967407227,,21.06778907775879,5.604784965515137,3.65529465675354,11.807709693908691,0.7655889987945557
8760,74,0.0002895304060075,,,,,,,,,,
8799,74,,,,,,0.4841141104698181,,,,,
8849,74,,,,,,0.6133397221565247,,,,,
8879,74,,17.506608963012695,5.686825275421143,3.6489315032958975,8.170852661132812,,23.061586380004883,5.361098766326904,3.7660610675811768,13.934426307678224,0.8241699934005737
8880,75,0.000283991190372,,,,,,,,,,
